id	date	low	open	close	high	volume	market_cap	ups	downs	score	num_comments	created	82	842	19:00:18
29	25/02/18	9,407.06	9,796.42	9,664.73	9,923.22	5,706,940,000	165,407,000,000	39	0	39	443	19:00:46
30	24/02/18	9,546.97	10,287.70	9,813.07	10,597.20	6,917,930,000	173,682,000,000	51	0	51	510	19:00:22
31	23/02/18	9,734.56	9,937.07	10,301.10	10,487.30	7,739,500,000	167,746,000,000	33	0	33	517	19:01:15
32	22/02/18	9,939.09	10,660.40	10,005.00	11,039.10	8,040,080,000	179,936,000,000	56	0	56	525	19:00:52
33	21/02/18	10,479.10	11,372.20	10,690.40	11,418.50	9,405,340,000	191,927,000,000	45	0	45	442	19:00:28
34	20/02/18	11,231.80	11,231.80	11,403.70	11,958.50	9,926,540,000	189,536,000,000	31	0	31	501	19:00:54
35	19/02/18	10,513.20	10,552.60	11,225.30	11,273.80	7,652,090,000	178,055,000,000	27	0	27	170	19:00:41
36	18/02/18	10,326.00	11,123.40	10,551.80	11,349.80	8,744,010,000	187,663,000,000	34	0	34	177	19:00:06
37	17/02/18	10,149.40	10,207.50	11,112.70	11,139.50	8,660,880,000	172,191,000,000	56	0	56	383	19:00:32
38	16/02/18	9,824.82	10,135.70	10,233.90	10,324.10	7,296,160,000	170,960,000,000	72	0	72	592	19:01:31
39	15/02/18	9,395.58	9,488.32	10,166.40	10,234.80	9,062,540,000	160,025,000,000	49	0	49	192	19:00:54
40	14/02/18	8,599.92	8,599.92	9,494.63	9,518.54	7,909,820,000	145,023,000,000	53	0	53	364	19:00:14
41	13/02/18	8,455.41	8,926.72	8,598.31	8,958.47	5,696,720,000	150,516,000,000	67	0	67	593	19:00:06
42	12/02/18	8,141.43	8,141.43	8,926.57	8,985.92	6,256,440,000	137,258,000,000	64	0	64	624	19:00:46
43	11/02/18	7,931.10	8,616.13	8,129.97	8,616.13	6,122,190,000	145,245,000,000	87	0	87	635	19:00:21
44	10/02/18	8,295.47	8,720.08	8,621.90	9,122.55	7,780,960,000	146,981,000,000	23	0	23	117	19:00:44
45	09/02/18	7,884.71	8,271.84	8,736.98	8,736.98	6,784,820,000	139,412,000,000	42	0	42	277	19:00:04
46	08/02/18	7,637.86	7,637.86	8,265.59	8,558.77	9,346,750,000	128,714,000,000	44	0	44	366	19:00:23
47	07/02/18	7,236.79	7,755.49	7,621.30	8,509.11	9,169,280,000	130,683,000,000	48	0	48	419	01:46:03
48	06/02/18	6,048.26	7,051.75	7,754.00	7,850.70	13,999,800,000	118,810,000,000	122	0	122	2168	19:00:58
49	05/02/18	6,756.68	8,270.54	6,955.27	8,364.84	9,285,290,000	139,325,000,000	125	0	125	2173	19:00:25
50	04/02/18	8,031.22	9,175.70	8,277.01	9,334.87	7,073,550,000	154,553,000,000	62	0	62	605	19:00:08
51	03/02/18	8,251.63	8,852.12	9,174.91	9,430.75	7,263,790,000	149,085,000,000	61	0	61	465	19:00:32
52	02/02/18	7,796.49	9,142.28	8,830.75	9,142.28	12,726,900,000	153,953,000,000	55	0	55	386	19:00:54
53	01/02/18	8,812.28	10,237.30	9,170.54	10,288.80	9,959,400,000	172,372,000,000	57	0	57	342	19:00:12
54	31/01/18	9,777.42	10,108.20	10,221.10	10,381.60	8,041,160,000	170,183,000,000	38	0	38	347	02:47:35
55	30/01/18	10,036.20	11,306.80	10,106.30	11,307.20	8,637,860,000	190,339,000,000	60	0	60	526	19:00:25
56	29/01/18	11,179.20	11,755.50	11,296.40	11,875.60	7,107,360,000	197,871,000,000	undefined	undefined	undefined	undefined	undefined
57	28/01/18	11,475.30	11,475.30	11,786.30	12,040.30	8,350,360,000	193,133,000,000	47	0	47	378	19:00:50
58	27/01/18	10,989.20	11,174.90	11,440.70	11,614.90	7,583,270,000	188,054,000,000	50	0	50	332	19:00:14
59	26/01/18	10,470.30	11,256.00	11,171.40	11,656.70	9,746,200,000	189,398,000,000	38	0	38	457	19:00:34
60	25/01/18	11,057.40	11,421.70	11,259.40	11,785.70	8,873,170,000	192,163,000,000	43	0	43	262	19:00:35
61	24/01/18	10,639.80	10,903.40	11,359.40	11,501.40	9,940,990,000	183,419,000,000	51	0	51	323	19:00:58
62	23/01/18	10,129.70	10,944.50	10,868.40	11,377.60	9,660,610,000	184,087,000,000	68	0	68	872	19:02:30
63	22/01/18	10,240.20	11,633.10	10,931.40	11,966.40	10,537,400,000	195,645,000,000	25	0	25	161	19:00:49
64	21/01/18	11,288.20	12,889.20	11,600.10	12,895.90	9,935,180,000	216,740,000,000	30	0	30	371	19:00:19
65	20/01/18	11,656.20	11,656.20	12,899.20	13,103.00	11,801,700,000	195,979,000,000	53	0	53	298	19:00:38
66	19/01/18	11,172.10	11,429.80	11,607.40	11,992.80	10,740,400,000	192,150,000,000	48	0	48	240	19:01:04
67	18/01/18	10,942.50	11,198.80	11,474.90	12,107.30	15,020,400,000	188,242,000,000	46	0	46	179	19:00:30
68	17/01/18	9,402.29	11,431.10	11,188.60	11,678.00	18,830,600,000	192,123,000,000	40	0	40	359	19:00:51
69	16/01/18	10,194.90	13,836.10	11,490.50	13,843.10	18,853,800,000	232,517,000,000	40	0	40	480	19:00:24
70	15/01/18	13,641.70	13,767.30	13,819.80	14,445.50	12,750,800,000	231,334,000,000	55	0	55	812	19:00:45
71	14/01/18	13,268.00	14,370.80	13,772.00	14,511.80	11,084,100,000	241,447,000,000	54	0	54	1062	19:01:05
72	13/01/18	13,952.40	13,952.40	14,360.20	14,659.50	12,763,600,000	234,391,000,000	52	0	52	659	19:00:29
73	12/01/18	13,158.10	13,453.90	13,980.60	14,229.90	12,065,700,000	225,986,000,000	35	0	35	580	19:00:56
74	11/01/18	13,105.90	14,968.20	13,405.80	15,018.80	16,534,100,000	251,387,000,000	45	0	45	415	19:00:18
75	10/01/18	13,691.20	14,588.50	14,973.30	14,973.30	18,500,800,000	244,981,000,000	49	0	49	564	19:00:38
76	09/01/18	14,424.00	15,123.70	14,595.40	15,497.50	16,660,000,000	253,935,000,000	31	0	31	355	19:00:26
77	08/01/18	14,208.20	16,476.20	15,170.10	16,537.90	18,413,900,000	276,612,000,000	undefined	undefined	undefined	undefined	undefined
78	07/01/18	16,087.70	17,527.30	16,477.60	17,579.60	15,866,000,000	294,222,000,000	68	0	68	1730	19:00:46
79	06/01/18	16,764.60	17,462.10	17,527.00	17,712.40	18,314,600,000	293,091,000,000	60	0	60	758	19:00:10
80	05/01/18	15,202.80	15,477.20	17,429.50	17,705.20	23,840,900,000	259,748,000,000	45	0	45	491	19:00:39
81	04/01/18	14,522.20	15,270.70	15,599.20	15,739.70	21,783,200,000	256,250,000,000	49	0	49	831	19:00:06
82	03/01/18	14,844.50	14,978.20	15,201.00	15,572.80	16,871,900,000	251,312,000,000	46	0	46	916	19:00:35
83	02/01/18	13,163.60	13,625.00	14,982.10	15,444.60	16,846,600,000	228,579,000,000	53	0	53	589	19:00:58
84	01/01/18	13,154.70	14,112.20	13,657.20	14,112.20	10,291,200,000	236,725,000,000	undefined	undefined	undefined	undefined	undefined
85	31/12/17	12,755.60	12,897.70	14,156.40	14,377.40	12,136,300,000	216,326,000,000	43	0	43	629	19:00:54
86	30/12/17	12,350.10	14,681.90	12,952.20	14,681.90	14,452,600,000	246,224,000,000	30	0	30	609	19:00:31
87	29/12/17	14,307.00	14,695.80	14,656.20	15,279.00	13,025,500,000	246,428,000,000	44	0	44	598	19:01:07
88	28/12/17	13,937.30	15,864.10	14,606.50	15,888.40	12,336,500,000	265,988,000,000	26	0	26	551	19:00:35
89	27/12/17	15,114.30	16,163.50	15,838.50	16,930.90	12,487,600,000	270,976,000,000	16	0	16	303	19:01:21
90	26/12/17	14,028.90	14,036.60	16,099.80	16,461.20	13,454,300,000	235,294,000,000	26	0	26	368	20:00:20
1	25/03/18	8,449.10	8,612.81	8,495.78	8,682.01	4,569,880,000	145,882,000,000	82	0	82	842	19:00:18
